post	hate_or_not_hate	implicit_or_explicit	implicit_class	extra_implicit_class_x	extra_implicit_class_y
* gasps * They've never had taiyaki *? They're not really Japanese!	hate	implicit_hate	other		
I wish you would stop calling me a feminist. I'm not a feminist. It's really offensive. I love all the traditional women's stuff, cooking, cleaning, stuff like that.	hate	implicit_hate	other		
Editor's note: The Islamic doctrine of Sharia is unconstitutional.	hate	implicit_hate	other		
lol you're Jewish though.. not white.	hate	implicit_hate	other		
': Jared taylor on white man's disease: pathological altruism. # race # tpot # tcot...'	hate	implicit_hate	other		
Flashback: Governor Mark Dayton says it's' unfortunate 'to find' another state 'over # cuckconservative # terror	hate	implicit_hate	other		
. on # periscope: Cuckoo clocks attack white nationalists: the latest	hate	implicit_hate	other		
"Because they are a bunch of ""w. i. n. o's"" (cuckoos who are ""white in name only"") who are too afraid to be pro-white... """	hate	implicit_hate	other		
Jared Taylor is an # antiwhite # cuckoo and his followers are garbage.	hate	implicit_hate	other		
Sanders and Trump have common ground on # Cuckoo Conservative # illegal aliens # nationalism # election2016	hate	implicit_hate	other		
That's the cuck you wanted, the buck you call Downdemarcus, your wife is a giant, you're not racist now	hate	implicit_hate	other		
"""I care about freedom"" ""Name a white area that maintained Western freedom after whites lost control"" ""Block yourself racist"" ""# cuckconservative"""	hate	implicit_hate	other		
If he takes estrogen, maybe, but you can only change the appearance of a person, not her dna.	hate	implicit_hate	other		
Hahaha, you're so funny! You're not asexual! They're not! People are MADE for sex! You just haven't had good sex yet! One day you meet the right man and you want to turn off his brain, and then you'll remember how insane you ever called yourself asexual!	hate	implicit_hate	other		
"What is the use of "" white supremacy "" if it leads to a white minority?"""	hate	implicit_hate	other		
. op ed : the Islamic doctrine of sharia is unconstitutional. its future potus must agree.	hate	implicit_hate	other		
All whites aren't Aryans; why are they trying to board the Aryans' cart?	hate	implicit_hate	other		
The Jews know they're not white in the background.	hate	implicit_hate	other		
Lahore was a beautiful city dominated by Sikhs and Hindus... we lost him...	hate	implicit_hate	other		
Although you're Jewish, not white.	hate	implicit_hate	other		
Too bad your people are turning into soap in South Africa.	hate	implicit_hate	other		
"The Cuckfederates are sure that the CSA was not racist. Their favorite motto is "" inheritance I don't hate ""."	hate	implicit_hate	other		
Cuckservatives : triumph and white identity policy : is it above the integration of white identity policy?	hate	implicit_hate	other		
It's just the code name for white trash.	hate	implicit_hate	other		
""" : jared taylor in the disease of the white man : pathological altruism. #race #tpot #tcot ""... wow! a must read """	hate	implicit_hate	other		
I can't wait to see 2 of your videos are great david. Muhammed transvestite is discussed top	hate	implicit_hate	other		
Only the whites ended slavery.	hate	implicit_hate	other		
Overpopulation will eventually produce misery for these people once we can't take care of them. Sterilization in exchange for food perhaps?	hate	implicit_hate	other		
That is like saying that Arabs are white. They are Semitic therefore the anti-Semitic prasa..	hate	implicit_hate	other		
the fact that a Jew could have been in a chosen seat anywhere shows some kind of disconnect between white ideas and reality	hate	implicit_hate	other		
"flashback : the government. mark dayton says ""deployable "" to "" find another state "" via #cuckservative #terrorism """	hate	implicit_hate	other		
. in #periscope: Cuckturians attack white nationalists: the latest	hate	implicit_hate	other		
all targets should be discussed.small and big.cocked cucked! he fears being called racist on white platform	hate	implicit_hate	other		
Cuck Island : eyewitnesses report that armed police fled from Muslim terrorists through	hate	implicit_hate	other		
For God's sake! #cuckservative #nrorevolt #goyible	hate	implicit_hate	other		
Oh, yeah, while some alt-right cuck says'staahpp supply	hate	implicit_hate	other		
Well, there's your prob.you' you've confused ordinary white Americans with dirty white trash.Most can tell the difference.	hate	implicit_hate	other		
When you're on your knees with your white associates, you swallow.	hate	implicit_hate	other		
white nationalism is a religion of peace.	hate	implicit_hate	other		
Hunter, you know I'm a Jew, I hope you mean to deny liberal Jews, not hard-line Jews.	hate	implicit_hate	other		
"is because they are a lot of "" w. i. n. o "" (cucks that are "" white name only "" ) who are too afraid to be pro-white... """	hate	implicit_hate	other		
Cuck Erickson: That’s racist! You’re all racist!	hate	implicit_hate	other		
Cuckservatives : French family edition via #cuckservative #whitegenocide #transracial	hate	implicit_hate	other		
Screw the blind media and cucks join and save people!	hate	implicit_hate	other		
the remains left by Trump's summer #cuckservative	hate	implicit_hate	other		
I wonder what percentage of draggers of nationalist/white racist knuckles are progressive?	hate	implicit_hate	other		
What's surprising is that 34% didn't think America would settle for white euros. Let's see: 12.3% black pop + 12.5% brown pop + misc minorities + white cucks =	hate	implicit_hate	other		
"rt strategy "" cuckservative "" was to play identity policy with minorities and take for granted the white vote. stupidly stupid mind. """	hate	implicit_hate	other		
Amazing they are betas after all - invaluable. Gorilla mentality is for the loser cucks!	hate	implicit_hate	other		
"""no black conservative would ever care about the race!"" said every white cuckservatives."""	hate	implicit_hate	other		
"I would be much more successful with Normans and I don't like to be rude or hate non-whites who are sometimes decent people... inb 4 ""cuck """	hate	implicit_hate	other		
A white guy who refuses to be disrespected and has the audacity to defend himself. Every cuck in America is outraged.	hate	implicit_hate	other		
Another country cucked white man suppression will wreak havoc in the long run.	hate	implicit_hate	other		
Jared Taylor is a #anti-white #cuckservative and his supporters are treacherous trash.	hate	implicit_hate	other		
punishment cuck sure. He's more coherent and knows what he's still doing. Cuck gentleman is	hate	implicit_hate	other		
Show up * to * them. You're right though the guy's a cuck.	hate	implicit_hate	other		
sanders and triumph share common ground via #cuckservative #ilegalliens #nationalism #election2016	hate	implicit_hate	other		
"Let us not confuse ""we citizens"" with ""Americans."" That is a lie from the left. There is an authentic American culture and people."""	hate	implicit_hate	other		
"Whites opposed dispossession. Look at the book ""The Foreign Immigrant,"" 1903. Blame the Cucks."""	hate	implicit_hate	other		
Help skrillex and Carl the Cuck: you're a white man	hate	implicit_hate	other		
Paul, if you're not a Jew, don't find yourself. #altright #whitenationalism npievents	hate	implicit_hate	other		
federalist : please stop glorifying manufacturing jobs through #globalization #freetrade #cuckservative	hate	implicit_hate	other		
This is the cuck you wanted the dollar you called Downdemarcus straddles to your wife a giant you're not racist now.	hate	implicit_hate	other		
We're all vertebrates too, except for the cucks.	hate	implicit_hate	other		
However, white cuckolds are still there paying tons of money on these spoi	hate	implicit_hate	other		
Hey guys can join me anyway? I follow the orders very well. Just ask anyone who nobody does #uncletom like me!	hate	implicit_hate	other		
"rt "" I only care about freedom "", name a white zone that maintained western freedom after the whites lost control. "" "" "" "" "" "" blocked you racist. "" "" #cuckservative """	hate	implicit_hate	other		
What happened to the cucks of the libtard media won't tell you about these 17 secret races?	hate	implicit_hate	other		
Black looks cool, indifferent and shit; fat white dad guy not so much	hate	implicit_hate	other		
If you're taking estrogen, maybe, but you can only alter someone's outward appearance, not your DNA.	hate	implicit_hate	other		
Wow, I've been looking for you for eight years. You're right. Obama is a coward. So why did blacks vote 95% twice for him. How many Christians?	hate	implicit_hate	other		
You can't play with them, they don't speak English.	hate	implicit_hate	other		
